"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Switzerland","1983","Not applicable","Not applicable","Percent","4.50872"
"Switzerland","1982","Not applicable","Not applicable","Percent","4.40135"
"Switzerland","1981","Not applicable","Not applicable","Percent","4.33295"
"Switzerland","1980","Not applicable","Not applicable","Percent","4.37124"
"Syrian Arab Republic","2009","Not applicable","Not applicable","Percent","5.13014"
"Syrian Arab Republic","2008","Not applicable","Not applicable","Percent","4.59525"
"Syrian Arab Republic","2007","Not applicable","Not applicable","Percent","4.87197"
"Syrian Arab Republic","2006","Not applicable","Not applicable","Percent","5.346"
"Syrian Arab Republic","2004","Not applicable","Not applicable","Percent","5.37148"
"Syrian Arab Republic","2003","Not applicable","Not applicable","Percent","6.48084"
"Syrian Arab Republic","2002","Not applicable","Not applicable","Percent","5.04694"
"Syrian Arab Republic","2001","Not applicable","Not applicable","Percent","4.36049"
"Syrian Arab Republic","1996","Not applicable","Not applicable","Percent","3.69905"
"Syrian Arab Republic","1989","Not applicable","Not applicable","Percent","4.03414"
"Syrian Arab Republic","1988","Not applicable","Not applicable","Percent","3.61586"
"Syrian Arab Republic","1987","Not applicable","Not applicable","Percent","4.56184"
"Syrian Arab Republic","1986","Not applicable","Not applicable","Percent","5.62293"
"Syrian Arab Republic","1985","Not applicable","Not applicable","Percent","6.07005"
"Syrian Arab Republic","1984","Not applicable","Not applicable","Percent","6.13389"
"Syrian Arab Republic","1982","Not applicable","Not applicable","Percent","5.89762"
"Syrian Arab Republic","1981","Not applicable","Not applicable","Percent","5.38393"
"Syrian Arab Republic","1980","Not applicable","Not applicable","Percent","4.57553"
"Syrian Arab Republic","1979","Not applicable","Not applicable","Percent","4.96617"
"Syrian Arab Republic","1978","Not applicable","Not applicable","Percent","5.51426"
"Syrian Arab Republic","1977","Not applicable","Not applicable","Percent","5.71442"
"Syrian Arab Republic","1976","Not applicable","Not applicable","Percent","5.83146"
"Syrian Arab Republic","1975","Not applicable","Not applicable","Percent","3.93451"
"Tajikistan","2012","Not applicable","Not applicable","Percent","4.01803"
"Tajikistan","2011","Not applicable","Not applicable","Percent","3.93511"
"Tajikistan","2010","Not applicable","Not applicable","Percent","4.00675"
"Tajikistan","2009","Not applicable","Not applicable","Percent","4.09831"
"Tajikistan","2008","Not applicable","Not applicable","Percent","3.45983"
"Tajikistan","2007","Not applicable","Not applicable","Percent","3.41328"
"Tajikistan","2006","Not applicable","Not applicable","Percent","3.40348"
"Tajikistan","2005","Not applicable","Not applicable","Percent","3.51215"
"Tajikistan","2004","Not applicable","Not applicable","Percent","2.77208"
"Tajikistan","2003","Not applicable","Not applicable","Percent","2.42263"
"Tajikistan","2002","Not applicable","Not applicable","Percent","2.7758"
"Tajikistan","2001","Not applicable","Not applicable","Percent","2.37658"
"Tajikistan","2000","Not applicable","Not applicable","Percent","2.32863"
"Tajikistan","1999","Not applicable","Not applicable","Percent","2.07659"
"Tajikistan","1998","Not applicable","Not applicable","Percent","2.52871"
"Tajikistan","1996","Not applicable","Not applicable","Percent","2.04298"
"Tajikistan","1995","Not applicable","Not applicable","Percent","2.06598"
"Tajikistan","1993","Not applicable","Not applicable","Percent","8.18558"
"Thailand","2012","Not applicable","Not applicable","Percent","4.92835"
"Thailand","2011","Not applicable","Not applicable","Percent","5.15515"
"Thailand","2010","Not applicable","Not applicable","Percent","3.75264"
"Thailand","2009","Not applicable","Not applicable","Percent","4.12553"
"Thailand","2008","Not applicable","Not applicable","Percent","3.75055"
"Thailand","2007","Not applicable","Not applicable","Percent","3.83607"
"Thailand","2006","Not applicable","Not applicable","Percent","4.3373"
"Thailand","2005","Not applicable","Not applicable","Percent","4.22818"
"Thailand","2004","Not applicable","Not applicable","Percent","4.3196"
"Thailand","2003","Not applicable","Not applicable","Percent","3.97741"
"Thailand","2002","Not applicable","Not applicable","Percent","4.09107"
"Thailand","2001","Not applicable","Not applicable","Percent","5.01636"
"Thailand","2000","Not applicable","Not applicable","Percent","5.41043"
"Thailand","1999","Not applicable","Not applicable","Percent","4.99186"
"Thailand","1998","Not applicable","Not applicable","Percent","4.7008"
"Thailand","1997","Not applicable","Not applicable","Percent","4.55563"
"Thailand","1996","Not applicable","Not applicable","Percent","3.52053"
"Thailand","1995","Not applicable","Not applicable","Percent","3.16857"
"Thailand","1994","Not applicable","Not applicable","Percent","3.46129"
"Thailand","1992","Not applicable","Not applicable","Percent","3.04541"
"Thailand","1991","Not applicable","Not applicable","Percent","3.0886"
"Thailand","1989","Not applicable","Not applicable","Percent","2.50243"
"Thailand","1988","Not applicable","Not applicable","Percent","2.75342"
"Thailand","1987","Not applicable","Not applicable","Percent","3.11582"
"Thailand","1986","Not applicable","Not applicable","Percent","3.40798"
"Thailand","1984","Not applicable","Not applicable","Percent","3.43722"
"Thailand","1983","Not applicable","Not applicable","Percent","3.46387"
"Thailand","1982","Not applicable","Not applicable","Percent","3.27388"
"Thailand","1981","Not applicable","Not applicable","Percent","2.88314"
"Thailand","1980","Not applicable","Not applicable","Percent","2.57454"
"Thailand","1979","Not applicable","Not applicable","Percent","2.84529"
"Thailand","1977","Not applicable","Not applicable","Percent","3.21512"
"Thailand","1976","Not applicable","Not applicable","Percent","3.01672"
"Thailand","1975","Not applicable","Not applicable","Percent","2.38088"
"The former Yugoslav Republic of Macedonia","2002","Not applicable","Not applicable","Percent","3.30015"
"The former Yugoslav Republic of Macedonia","1996","Not applicable","Not applicable","Percent","4.52623"
"The former Yugoslav Republic of Macedonia","1995","Not applicable","Not applicable","Percent","4.49269"
"The former Yugoslav Republic of Macedonia","1994","Not applicable","Not applicable","Percent","4.76097"
"The former Yugoslav Republic of Macedonia","1993","Not applicable","Not applicable","Percent","4.87073"
"The former Yugoslav Republic of Macedonia","1992","Not applicable","Not applicable","Percent","4.97911"
"Timor-Leste","2014","Not applicable","Not applicable","Percent","7.00852"
"Timor-Leste","2011","Not applicable","Not applicable","Percent","9.46313"
"Timor-Leste","2010","Not applicable","Not applicable","Percent","10.48715"
"Timor-Leste","2009","Not applicable","Not applicable","Percent","11.46614"
"Timor-Leste","2008","Not applicable","Not applicable","Percent","8.10202"
"Togo","2014","Not applicable","Not applicable","Percent","4.83798"
"Togo","2013","Not applicable","Not applicable","Percent","4.40514"
"Togo","2012","Not applicable","Not applicable","Percent","4.66829"
"Togo","2011","Not applicable","Not applicable","Percent","4.43707"
"Togo","2010","Not applicable","Not applicable","Percent","4.4232"
"Togo","2009","Not applicable","Not applicable","Percent","4.11576"
"Togo","2008","Not applicable","Not applicable","Percent","3.43782"
"Togo","2007","Not applicable","Not applicable","Percent","3.69932"
"Togo","2006","Not applicable","Not applicable","Percent","3.66374"
"Togo","2005","Not applicable","Not applicable","Percent","3.4069"
"Togo","2004","Not applicable","Not applicable","Percent","3.62152"
"Togo","2003","Not applicable","Not applicable","Percent","4.19533"
"Togo","2002","Not applicable","Not applicable","Percent","4.01732"
"Togo","2001","Not applicable","Not applicable","Percent","4.18779"
"Togo","2000","Not applicable","Not applicable","Percent","4.50842"
"Togo","1999","Not applicable","Not applicable","Percent","4.18572"
"Togo","1998","Not applicable","Not applicable","Percent","3.98424"
"Togo","1996","Not applicable","Not applicable","Percent","4.41244"
"Togo","1992","Not applicable","Not applicable","Percent","5.67514"
"Togo","1987","Not applicable","Not applicable","Percent","4.71763"
"Togo","1984","Not applicable","Not applicable","Percent","5.39358"
"Togo","1981","Not applicable","Not applicable","Percent","5.88208"
"Togo","1979","Not applicable","Not applicable","Percent","6.67914"
"Tonga","2004","Not applicable","Not applicable","Percent","3.89872"
"Tonga","2003","Not applicable","Not applicable","Percent","4.15218"
"Tonga","2002","Not applicable","Not applicable","Percent","3.79232"
"Tonga","2001","Not applicable","Not applicable","Percent","4.53256"
"Tonga","2000","Not applicable","Not applicable","Percent","4.94077"
"Tonga","1999","Not applicable","Not applicable","Percent","5.46092"
"Tonga","1998","Not applicable","Not applicable","Percent","5.59089"
"Tonga","1984","Not applicable","Not applicable","Percent","10.34651"
"Trinidad and Tobago","2003","Not applicable","Not applicable","Percent","3.156"
"Trinidad and Tobago","2002","Not applicable","Not applicable","Percent","3.54301"
"Trinidad and Tobago","2001","Not applicable","Not applicable","Percent","3.06529"
"Trinidad and Tobago","2000","Not applicable","Not applicable","Percent","2.75565"
"Trinidad and Tobago","1999","Not applicable","Not applicable","Percent","2.75612"
"Trinidad and Tobago","1998","Not applicable","Not applicable","Percent","2.43891"
"Trinidad and Tobago","1997","Not applicable","Not applicable","Percent","3.32521"
"Trinidad and Tobago","1996","Not applicable","Not applicable","Percent","3.24877"
"Trinidad and Tobago","1995","Not applicable","Not applicable","Percent","3.55855"
"Trinidad and Tobago","1994","Not applicable","Not applicable","Percent","3.43181"
"Trinidad and Tobago","1990","Not applicable","Not applicable","Percent","3.65408"
"Trinidad and Tobago","1989","Not applicable","Not applicable","Percent","4.1999"
"Trinidad and Tobago","1985","Not applicable","Not applicable","Percent","5.76769"
"Trinidad and Tobago","1984","Not applicable","Not applicable","Percent","5.87461"
"Trinidad and Tobago","1983","Not applicable","Not applicable","Percent","5.73999"
"Trinidad and Tobago","1982","Not applicable","Not applicable","Percent","5.56028"
"Trinidad and Tobago","1980","Not applicable","Not applicable","Percent","3.76806"
"Tunisia","2012","Not applicable","Not applicable","Percent","6.22349"
"Tunisia","2010","Not applicable","Not applicable","Percent","6.202"
"Tunisia","2009","Not applicable","Not applicable","Percent","6.52848"
"Tunisia","2008","Not applicable","Not applicable","Percent","6.27219"
"Tunisia","2007","Not applicable","Not applicable","Percent","6.46552"
"Tunisia","2006","Not applicable","Not applicable","Percent","6.43859"
"Tunisia","2005","Not applicable","Not applicable","Percent","6.45157"
"Tunisia","2004","Not applicable","Not applicable","Percent","6.72078"
"Tunisia","2003","Not applicable","Not applicable","Percent","6.81673"
"Tunisia","2002","Not applicable","Not applicable","Percent","5.79003"
"Tunisia","2001","Not applicable","Not applicable","Percent","6.20183"
"Tunisia","2000","Not applicable","Not applicable","Percent","6.20198"
"Tunisia","1999","Not applicable","Not applicable","Percent","6.27099"
"Tunisia","1997","Not applicable","Not applicable","Percent","6.67903"
"Tunisia","1996","Not applicable","Not applicable","Percent","6.28781"
"Tunisia","1995","Not applicable","Not applicable","Percent","6.42976"
"Tunisia","1994","Not applicable","Not applicable","Percent","6.17647"
"Tunisia","1993","Not applicable","Not applicable","Percent","5.98377"
"Tunisia","1992","Not applicable","Not applicable","Percent","5.75489"
"Tunisia","1991","Not applicable","Not applicable","Percent","6.02747"
"Tunisia","1990","Not applicable","Not applicable","Percent","5.79086"
"Tunisia","1986","Not applicable","Not applicable","Percent","5.87949"
"Tunisia","1985","Not applicable","Not applicable","Percent","5.53972"
"Tunisia","1984","Not applicable","Not applicable","Percent","5.51745"
"Tunisia","1983","Not applicable","Not applicable","Percent","5.45763"
"Tunisia","1982","Not applicable","Not applicable","Percent","5.28605"
"Tunisia","1981","Not applicable","Not applicable","Percent","4.88936"
"Tunisia","1980","Not applicable","Not applicable","Percent","5.23516"
